EST_BANCADA,2023-06-14,09,12.4,25,-40.0,-39.8,-40.0,0,0,0,/////,-87.3,-87.3,883.6,883.7,883.6,///,////,////,////,0.0,/,////,/////,/////
EST_BANCADA,2023-06-14,10,12.2,23,-40.0,-39.8,-40.0,0,0,0,/////,-87.3,-87.3,883.5,883.7,883.5,///,////,////,////,0.0,/,////,/////,/////
EST_FIGUEIREDO,2022-04-08,15,13.8,34,30.5,31.3,30.2,43,45,41,16.7,17.3,16.2,905.8,905.9,905.7,36,3.8,7.1,495,0.0,/,////,/////,/////
EST_FIGUEIREDO,2022-04-08,16,13.9,34,30.9,31.3,30.2,43,45,40,16.8,17.3,15.9,905.7,905.9,905.6,27,2.9,7.1,6733,5.6,/,////,/////,/////
EST_FIGUEIREDO,2022-04-08,17,13.4,32,28.6,30.9,28.5,49,50,42,16.7,17.3,15.9,905.8,905.8,905.6,56,1.3,5.8,4538,0.0,/,////,/////,/////
EST_FIGUEIREDO,2022-04-08,18,13.1,30,27.0,28.6,27.0,57,59,48,17.8,18.6,16.7,906.3,906.3,905.7,28,0.9,2.4,1233,0.0,/,////,/////,/////
EST_FIGUEIREDO,2022-04-08,19,13.0,28,25.8,27.0,25.5,63,66,57,18.2,19.2,17.8,906.4,906.4,906.3,157,1.6,3.9,2,0.0,/,////,/////,/////
EST_FIGUEIREDO,2022-04-08,20,13.0,26,24.5,25.8,24.4,66,69,63,17.8,18.5,17.7,906.6,906.7,906.4,114,0.8,3.9,0,0.0,/,////,/////,/////
EST_FIGUEIREDO,2022-04-08,21,13.0,25,24.4,24.6,24.1,65,67,64,17.5,17.8,17.3,906.9,907.0,906.6,111,0.8,2.5,0,0.0,/,////,/////,/////
EST_FIGUEIREDO,2022-04-08,22,12.9,24,23.9,24.4,22.9,66,73,65,17.3,17.9,17.2,907.4,907.4,906.9,132,1.5,3.1,0,0.0,/,////,/////,/////
EST_FIGUEIREDO,2022-04-08,23,12.9,24,22.9,24.2,22.9,71,71,65,17.3,17.6,17.1,907.6,907.6,907.3,119,0.7,2.9,0,0.0,/,////,/////,/////
EST_FIGUEIREDO,2022-04-09,00,12.9,23,21.0,23.5,21.0,82,82,68,17.7,18.0,17.1,907.7,907.7,907.5,279,1.9,3.6,0,0.0,/,////,/////,/////
EST_FIGUEIREDO,2022-04-09,01,12.9,22,20.8,21.2,20.4,82,84,81,17.6,18.0,17.4,907.5,907.8,907.5,240,1.1,2.3,0,0.0,/,////,/////,/////
EST_FIGUEIREDO,2022-04-09,02,12.9,21,20.4,21.4,20.4,86,86,80,18.1,18.5,17.5,907.1,907.5,907.1,241,1.8,2.1,0,0.0,/,////,/////,/////
EST_FIGUEIREDO,2022-04-09,03,12.9,21,21.0,21.0,20.3,84,86,83,18.1,18.2,17.8,907.0,907.1,907.0,213,0.6,2.2,0,0.0,/,////,/////,/////
EST_FIGUEIREDO,2022-04-09,04,12.9,20,20.5,21.1,20.2,86,88,83,18.2,18.4,17.9,907.2,907.2,907.0,115,0.3,1.5,0,0.0,/,////,/////,/////
EST_FIGUEIREDO,2022-04-09,05,12.9,20,19.5,20.5,19.3,90,93,86,17.8,18.5,17.6,907.1,907.2,907.1,108,0.7,1.1,0,0.0,/,////,/////,/////
EST_FIGUEIREDO,2022-04-09,06,12.9,19,19.2,19.5,18.9,85,94,85,16.6,18.2,16.6,907.6,907.6,907.1,134,0.7,1.6,0,0.0,/,////,/////,/////
